"","HeatingQC","CentralAir","ElectricalType","FirstFloorSqft","SecondFloorSqft","Abovegradeliving","BaseFullBath","BaseHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","Fireplaces","GarageType"
"1305","Ex",1,"SBrkr",976,732,1708,0,0,2,0,3,1,"Gd","Deduction",0,"Detchd"
"1306","Ex",1,"SBrkr",1652,0,1652,1,0,2,0,2,1,"Ex","Typ",2,"Attchd"
"1307","Ex",1,"SBrkr",1368,0,1368,0,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"1308","Ex",1,"SBrkr",990,0,990,1,0,1,0,3,1,"TA","Typ",0,"Detchd"
"1309","Ex",1,"SBrkr",1122,0,1122,1,0,1,0,2,1,"Gd","Typ",0,"Attchd"
"1310","Gd",1,"SBrkr",1294,0,1294,1,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"1311","TA",1,"SBrkr",1902,0,1902,1,0,2,0,3,1,"Ex","Typ",2,"Attchd"
"1312","Ex",1,"SBrkr",1274,0,1274,1,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"1313","Ex",1,"SBrkr",1453,1357,2810,0,0,2,1,4,1,"Gd","Typ",1,"Attchd"
"1314","Ex",1,"SBrkr",1422,1177,2599,0,0,2,1,4,1,"Gd","Typ",1,"BuiltIn"
"1315","Ex",1,"SBrkr",948,0,948,1,0,1,0,3,1,"TA","Typ",1,"Detchd"
"1316","TA",1,"SBrkr",1092,1020,2112,0,0,2,1,4,1,"TA","Typ",2,"Attchd"
"1317","Ex",1,"SBrkr",1630,0,1630,1,0,2,0,3,1,"Ex","Typ",1,"Attchd"
"1318","Ex",1,"SBrkr",1352,0,1352,0,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"1319","Ex",1,"SBrkr",1787,0,1787,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1320","Ex",1,"SBrkr",948,0,948,0,0,1,0,3,1,"TA","Typ",0,"Attchd"
"1321","Gd",1,"SBrkr",1478,0,1478,1,0,1,1,3,1,"TA","Typ",2,"Attchd"
"1322","TA",0,"SBrkr",720,0,720,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"1323","Ex",1,"SBrkr",1061,862,1923,1,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"1324","Gd",1,"SBrkr",708,0,708,0,0,1,0,2,1,"Fa","Typ",0,"No Garage"
"1325","Ex",1,"SBrkr",1795,0,1795,0,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"1326","Fa",0,"SBrkr",796,0,796,0,0,1,0,2,1,"TA","Typ",0,"No Garage"
"1327","Ex",1,"SBrkr",774,0,774,0,0,1,0,3,1,"Gd","Typ",0,"No Garage"
"1328","Ex",1,"SBrkr",816,0,816,0,1,1,0,3,1,"Gd","Typ",1,"Attchd"
"1329","Ex",1,"SBrkr",1584,1208,2792,0,0,2,0,5,1,"TA","Deduction",2,"Detchd"
"1330","Gd",1,"SBrkr",955,677,1632,0,0,2,1,3,1,"TA","Typ",1,"Attchd"
"1331","Ex",1,"SBrkr",1588,0,1588,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1332","Gd",1,"SBrkr",954,0,954,0,0,1,0,3,1,"TA","Typ",0,"Detchd"
"1333","Ex",1,"SBrkr",816,0,816,1,0,1,0,2,1,"TA","Typ",1,"Detchd"
"1334","Ex",1,"SBrkr",803,557,1360,0,0,1,1,2,1,"Gd","Typ",0,"Detchd"
"1335","TA",1,"SBrkr",765,600,1365,0,0,1,1,3,1,"TA","Deduction",0,"Attchd"
"1336","TA",1,"SBrkr",1334,0,1334,0,1,2,0,2,1,"TA","Typ",1,"Attchd"
"1337","TA",1,"SBrkr",1656,0,1656,0,0,2,0,4,2,"TA","Typ",0,"Detchd"
"1338","Fa",0,"FuseA",693,0,693,0,0,1,0,2,1,"Fa","Typ",0,"No Garage"
"1339","Ex",1,"SBrkr",920,941,1861,1,0,2,1,3,1,"Gd","Typ",0,"BuiltIn"
"1340","Ex",1,"SBrkr",864,0,864,0,0,1,0,3,1,"TA","Typ",0,"Attchd"
"1341","TA",1,"SBrkr",872,0,872,0,0,1,0,3,1,"TA","Typ",0,"Detchd"
"1342","Ex",1,"SBrkr",1114,0,1114,1,0,1,0,3,1,"Gd","Typ",0,"Detchd"
"1343","Ex",1,"SBrkr",1284,885,2169,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"1344","Gd",1,"SBrkr",1172,741,1913,0,0,1,1,3,1,"TA","Typ",1,"Detchd"
"1345","Ex",1,"SBrkr",728,728,1456,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"1346","Gd",1,"FuseA",960,0,960,0,0,1,0,2,1,"Fa","Typ",0,"Detchd"
"1347","TA",1,"SBrkr",2156,0,2156,0,0,2,0,3,1,"TA","Typ",1,"Attchd"
"1348","Ex",1,"SBrkr",1776,0,1776,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1349","Ex",1,"SBrkr",1494,0,1494,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1350","Fa",0,"SBrkr",938,1215,2358,0,0,2,0,4,1,"TA","Typ",0,"No Garage"
"1351","TA",1,"SBrkr",1338,1296,2634,1,1,2,2,6,2,"TA","Typ",0,"Detchd"
"1352","Ex",1,"SBrkr",858,858,1716,0,0,1,1,4,1,"TA","Typ",1,"Attchd"
"1353","TA",1,"SBrkr",786,390,1176,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"1354","Ex",1,"SBrkr",2053,1185,3238,1,0,2,1,4,1,"Gd","Typ",1,"Attchd"
"1355","Ex",1,"SBrkr",992,873,1865,1,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"1356","Gd",1,"SBrkr",1222,698,1920,0,0,3,0,4,1,"Gd","Typ",1,"Attchd"
"1357","TA",1,"SBrkr",892,0,892,0,0,1,0,3,1,"TA","Typ",0,"Attchd"
"1358","Ex",1,"SBrkr",1078,0,1078,1,0,1,1,3,1,"TA","Typ",1,"Attchd"
"1359","Ex",1,"SBrkr",769,804,1573,0,0,2,1,3,1,"Gd","Typ",0,"Detchd"
"1360","Ex",1,"SBrkr",1980,0,1980,1,0,2,0,3,1,"Ex","Typ",1,"Attchd"
"1361","Ex",1,"SBrkr",990,1611,2601,0,0,3,1,4,1,"TA","Typ",0,"BuiltIn"
"1362","Ex",1,"SBrkr",1530,0,1530,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1363","Gd",1,"SBrkr",1281,457,1738,0,0,2,0,4,1,"TA","Typ",1,"Attchd"
"1364","Ex",1,"SBrkr",616,796,1412,0,0,2,1,3,1,"Gd","Typ",1,"BuiltIn"
"1365","Ex",1,"SBrkr",520,600,1200,0,0,2,1,2,1,"Gd","Typ",0,"Detchd"
"1366","Ex",1,"SBrkr",814,860,1674,1,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"1367","Ex",1,"SBrkr",882,908,1790,1,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"1368","Ex",1,"SBrkr",925,550,1475,0,0,2,0,4,1,"TA","Typ",1,"Attchd"
"1369","Ex",1,"SBrkr",848,0,848,1,0,1,0,1,1,"Gd","Typ",0,"Attchd"
"1370","Ex",1,"SBrkr",1668,0,1668,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1371","Ex",1,"SBrkr",840,534,1374,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"1372","Gd",1,"SBrkr",1661,0,1661,1,0,1,0,3,1,"Gd","Typ",1,"BuiltIn"
"1373","Ex",1,"SBrkr",1108,989,2097,1,0,2,1,3,1,"Gd","Typ",1,"Detchd"
"1374","Ex",1,"SBrkr",2633,0,2633,1,0,2,1,2,1,"Ex","Typ",2,"Attchd"
"1375","Ex",1,"SBrkr",1026,932,1958,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"1376","Ex",1,"SBrkr",1571,0,1571,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1377","TA",0,"SBrkr",790,0,790,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"1378","Ex",1,"SBrkr",984,620,1604,0,0,2,0,3,1,"TA","Deduction",0,"Detchd"
"1379","TA",1,"SBrkr",483,504,987,0,0,1,1,2,1,"TA","Typ",0,"Detchd"
"1380","Gd",1,"SBrkr",754,640,1394,0,0,2,1,3,1,"Gd","Typ",0,"BuiltIn"
"1381","TA",0,"FuseF",864,0,864,1,0,1,0,2,1,"TA","Typ",0,"Detchd"
"1382","Ex",1,"SBrkr",2117,0,2117,0,0,2,1,4,1,"TA","Typ",2,"Attchd"
"1383","Ex",1,"SBrkr",998,764,1762,1,0,1,1,4,1,"Gd","Typ",0,"Detchd"
"1384","Ex",1,"SBrkr",1416,0,1416,0,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"1385","TA",1,"SBrkr",698,560,1258,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"1386","Gd",1,"SBrkr",796,358,1154,1,0,1,0,3,1,"Gd","Typ",0,"Detchd"
"1387","TA",1,"SBrkr",1392,1392,2784,1,0,3,1,5,1,"Gd","Typ",2,"Attchd"
"1388","TA",0,"SBrkr",1664,862,2526,0,0,2,0,5,1,"Gd","Typ",1,"Detchd"
"1389","Ex",1,"SBrkr",1746,0,1746,1,0,2,0,3,1,"Ex","Typ",2,"Attchd"
"1390","Ex",1,"SBrkr",869,349,1218,0,1,1,0,3,1,"TA","Typ",1,"Detchd"
"1391","Ex",1,"SBrkr",1525,0,1525,1,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"1392","TA",1,"SBrkr",1584,0,1584,0,0,2,0,4,2,"TA","Deduction",0,"Detchd"
"1393","TA",1,"SBrkr",900,0,900,1,0,1,0,3,1,"TA","Typ",1,"Attchd"
"1394","Ex",0,"SBrkr",1221,691,1912,0,0,2,0,3,2,"TA","Typ",1,"Detchd"
"1395","Ex",1,"SBrkr",1500,0,1500,1,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"1396","Ex",1,"SBrkr",1133,1349,2482,0,0,2,1,4,1,"Gd","Typ",1,"BuiltIn"
"1397","TA",1,"SBrkr",1687,0,1687,1,0,1,0,3,1,"TA","Deduction",2,"Detchd"
"1398","Ex",1,"SBrkr",939,574,1513,0,0,1,1,4,1,"TA","Typ",0,"Detchd"
"1399","Gd",1,"FuseA",1136,768,1904,1,0,1,1,3,1,"TA","Deduction",0,"Attchd"
"1400","Ex",1,"SBrkr",1160,448,1608,0,0,2,1,3,1,"Gd","Typ",1,"Detchd"
"1401","TA",1,"SBrkr",950,208,1158,0,0,1,0,3,1,"TA","Typ",1,"BuiltIn"
"1402","Ex",1,"SBrkr",864,729,1593,1,0,2,1,3,1,"TA","Typ",1,"Attchd"
"1403","Ex",1,"SBrkr",1294,0,1294,0,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"1404","Ex",1,"SBrkr",1464,0,1464,1,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"1405","TA",1,"SBrkr",694,520,1214,0,0,1,0,3,1,"TA","Typ",0,"Detchd"
"1406","Ex",1,"SBrkr",1646,0,1646,1,1,2,0,2,1,"Gd","Typ",1,"Attchd"
"1407","TA",1,"SBrkr",768,0,768,1,0,1,0,2,1,"TA","Typ",0,"Detchd"
"1408","Ex",1,"SBrkr",833,0,833,1,0,1,0,3,1,"TA","Typ",0,"No Garage"
"1409","Gd",1,"SBrkr",741,622,1363,0,0,1,0,3,1,"TA","Typ",0,"Detchd"
"1410","Gd",1,"SBrkr",1236,857,2093,0,0,2,1,3,1,"TA","Typ",1,"Attchd"
"1411","Ex",1,"SBrkr",944,896,1840,1,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"1412","Ex",1,"SBrkr",1112,556,1668,0,0,1,1,3,1,"TA","Deduction",0,"Attchd"
"1413","Fa",0,"FuseF",1040,0,1040,0,0,2,0,2,2,"TA","Typ",0,"Detchd"
"1414","Ex",1,"SBrkr",1844,0,1844,1,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"1415","Gd",1,"SBrkr",1053,795,1848,0,0,1,1,4,1,"Gd","Typ",1,"Detchd"
"1416","Ex",1,"SBrkr",1569,0,1569,0,1,2,0,1,1,"Gd","Typ",1,"Attchd"
"1417","Gd",1,"SBrkr",1246,1044,2290,0,0,2,0,4,2,"TA","Typ",0,"Detchd"
"1418","Ex",1,"SBrkr",1310,1140,2450,1,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"1419","TA",1,"SBrkr",1144,0,1144,1,0,1,1,3,1,"TA","Typ",0,"Detchd"
"1420","Gd",1,"SBrkr",1844,0,1844,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1421","Gd",1,"SBrkr",708,708,1416,0,0,2,1,3,1,"TA","Typ",1,"Attchd"
"1422","TA",1,"SBrkr",1069,0,1069,0,0,2,0,2,1,"TA","Typ",1,"Attchd"
"1423","Ex",1,"SBrkr",848,0,848,1,0,1,0,1,1,"Gd","Typ",0,"Attchd"
"1424","TA",1,"SBrkr",1575,626,2201,0,0,2,0,4,1,"Gd","Typ",1,"Attchd"
"1425","TA",1,"SBrkr",1344,0,1344,1,0,1,0,2,1,"TA","Deduction",1,"Detchd"
"1426","Ex",1,"SBrkr",1252,0,1252,0,0,1,0,3,1,"Gd","Typ",0,"Detchd"
"1427","Ex",1,"SBrkr",1223,904,2127,1,0,2,1,3,1,"Gd","Typ",2,"Attchd"
"1428","TA",1,"FuseA",1048,510,1558,1,0,1,1,3,1,"TA","Typ",1,"Attchd"
"1429","TA",1,"SBrkr",804,0,804,1,0,1,0,2,1,"Gd","Typ",2,"Attchd"
"1430","Ex",1,"SBrkr",1440,0,1440,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1431","Ex",1,"SBrkr",734,1104,1838,0,0,2,1,4,1,"TA","Typ",1,"BuiltIn"
"1432","TA",1,"SBrkr",958,0,958,0,0,2,0,2,1,"TA","Typ",0,"Attchd"
"1433","TA",1,"SBrkr",968,0,968,0,0,2,0,4,1,"TA","Typ",0,"Detchd"
"1434","Ex",1,"SBrkr",962,830,1792,1,0,2,1,3,1,"TA","Typ",1,"Attchd"
"1435","Fa",1,"SBrkr",1126,0,1126,1,0,2,0,3,1,"TA","Typ",1,"Attchd"
"1436","TA",1,"SBrkr",1537,0,1537,1,0,1,1,3,1,"Gd","Typ",1,"Attchd"
"1437","TA",1,"SBrkr",864,0,864,0,0,1,0,3,1,"TA","Typ",0,"Detchd"
"1438","Ex",1,"SBrkr",1932,0,1932,1,0,2,0,2,1,"Ex","Typ",1,"Attchd"
"1439","TA",1,"FuseA",1236,0,1236,1,0,1,0,2,1,"TA","Typ",0,"Attchd"
"1440","TA",1,"SBrkr",1040,685,1725,0,0,2,1,3,1,"TA","Typ",1,"Attchd"
"1441","Fa",1,"SBrkr",1423,748,2555,0,0,2,0,3,1,"TA","Deduction",1,"Detchd"
"1442","Ex",1,"SBrkr",848,0,848,1,0,1,0,1,1,"Gd","Typ",1,"Attchd"
"1443","Ex",1,"SBrkr",1026,981,2007,1,0,2,1,3,1,"Ex","Typ",1,"Attchd"
"1444","Fa",0,"FuseF",952,0,952,0,0,1,0,2,1,"Fa","Typ",1,"Detchd"
"1445","Ex",1,"SBrkr",1422,0,1422,0,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"1446","Gd",1,"SBrkr",913,0,913,1,0,1,0,3,1,"TA","Typ",0,"Detchd"
"1447","TA",1,"SBrkr",1188,0,1188,0,0,1,0,3,1,"TA","Typ",0,"Attchd"
"1448","Ex",1,"SBrkr",1220,870,2090,1,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"1449","Gd",0,"SBrkr",796,550,1346,0,0,1,1,2,1,"TA","Deduction",0,"Detchd"
"1450","Ex",1,"SBrkr",630,0,630,1,0,1,0,1,1,"Ex","Typ",0,"No Garage"
"1451","TA",1,"SBrkr",896,896,1792,0,0,2,2,4,2,"TA","Typ",0,"No Garage"
"1452","Ex",1,"SBrkr",1578,0,1578,0,0,2,0,3,1,"Ex","Typ",1,"Attchd"
"1453","Gd",1,"SBrkr",1072,0,1072,1,0,1,0,2,1,"TA","Typ",0,"Basment"
"1454","Ex",1,"SBrkr",1140,0,1140,0,0,1,0,3,1,"TA","Typ",0,"No Garage"
"1455","Ex",1,"SBrkr",1221,0,1221,1,0,2,0,2,1,"Gd","Typ",0,"Attchd"
"1456","Ex",1,"SBrkr",953,694,1647,0,0,2,1,3,1,"TA","Typ",1,"Attchd"
"1457","TA",1,"SBrkr",2073,0,2073,1,0,2,0,3,1,"TA","Deduction",2,"Attchd"
"1458","Ex",1,"SBrkr",1188,1152,2340,0,0,2,0,4,1,"Gd","Typ",2,"Attchd"
"1459","Gd",1,"FuseA",1078,0,1078,1,0,1,0,2,1,"Gd","Typ",0,"Attchd"
"1460","Gd",1,"SBrkr",1256,0,1256,1,0,1,1,3,1,"TA","Typ",0,"Attchd"
